,Long,Lat,Model,Bio1,Bio2,Bio3,Bio4,Bio5,Bio6,Bio7,Bio8,Bio9,Bio10,Bio11,Bio12,Bio13,Bio14,Bio15,Bio16,Bio17,Bio18,Bio19,LongitudePoints,LatitudePoints
1,-52.83325479,47.2633216,BioSimMap,5.679023208,8.338812014,27.73735363,734.3700442,21.6179409,-8.460326706,30.0934004,3.324408631,8.918203329,15.04880582,-3.031957135,1424.175804,200.327272,55.98749421,37.96935854,483.5471869,237.356324,318.3291414,389.544351,-52.84,47.25
2,-52.99985862,46.93018947,BioSimMap,5.302936397,8.050478482,27.78025785,714.7045124,20.6059047,-8.462925143,29.05634071,3.294987444,7.726311079,14.5056067,-3.196683842,1473.547986,204.5399404,59.20963664,36.48610836,490.3635031,256.1810708,338.6125673,390.440899,-52.96,46.94
3,-53.24976437,47.42988766,BioSimMap,5.431388448,8.747284529,28.12976223,763.2569372,21.89254635,-9.299943517,31.19961455,2.152727416,8.893197459,15.07318155,-3.648466442,1419.163332,199.4509084,53.30857584,39.12311177,482.215431,229.6747407,314.4533569,395.0738313,-53.23,47.39
4,-53.33306629,46.76362341,BioSimMap,5.370353664,7.866791853,27.61182599,703.0114761,20.21846301,-8.376431384,28.49786861,4.026239738,7.114240247,14.47930103,-3.128221366,1489.140884,202.8261443,60.50906326,35.04618794,486.0418202,262.9153956,352.6139337,384.4187496,-53.36,46.74
5,-53.33306629,47.18003856,BioSimMap,5.428603219,8.382914636,28.08508789,736.9661984,21.07960734,-8.8597681,29.93430352,2.891574915,8.037651947,14.8106866,-3.35815367,1470.939258,204.5580031,58.06041797,36.75325975,493.2470718,249.9435935,341.1272698,399.4611452,-53.37,47.2
6,-53.58297204,47.2633216,BioSimMap,5.666633013,8.024688128,27.67697274,720.9363567,20.65411191,-8.421167688,29.05360687,3.80523896,7.710189937,14.85529553,-2.991425874,1463.984819,205.8196575,56.62651081,37.5652891,490.9803296,245.4344036,345.578901,390.7019426,-53.55,47.22
7,-53.66627396,47.18003856,BioSimMap,5.47813997,7.944819916,27.46461966,722.6530375,20.45242956,-8.574510586,28.98280069,3.635238946,7.513175763,14.71100419,-3.206585966,1489.933445,207.6143896,58.22280139,36.69606646,496.1368698,253.7761156,351.9791907,394.0627869,-53.62,47.21
8,-53.66627396,47.51317069,BioSimMap,5.535353416,8.311181196,27.78332538,741.0279452,20.91736961,-9.047318505,29.95777223,2.751076144,8.202264296,14.88498164,-3.417983187,1418.563932,201.932638,55.63244782,38.06450974,480.0655562,235.804229,333.4933382,381.6458175,-53.68,47.51
9,-53.83287779,47.2633216,BioSimMap,5.341712771,8.004373702,27.31401681,734.6219646,20.47961956,-8.931679912,29.34595731,3.485481757,7.391562703,14.70874216,-3.509676692,1486.835333,207.3164751,57.28089035,37.06560405,495.947026,249.3934605,348.4406236,392.136619,-53.8,47.29
10,-53.83287779,47.2633216,BioSimMap,5.341712771,8.004373702,27.31401681,734.6219646,20.47961956,-8.931679912,29.34595731,3.485481757,7.391562703,14.70874216,-3.509676692,1486.835333,207.3164751,57.28089035,37.06560405,495.947026,249.3934605,348.4406236,392.136619,-53.8,47.29
11,-53.83287779,47.34660463,BioSimMap,5.367103943,8.039351847,27.32979309,738.5700966,20.55043928,-8.973684858,29.47183274,3.434356749,7.406912996,14.75681689,-3.522319964,1470.332299,205.7890331,56.21289737,37.43820818,492.588364,244.6925343,343.894676,389.8948409,-53.87,47.35
12,-53.83287779,47.51317069,BioSimMap,5.17341287,8.279951189,27.378574,756.8239091,20.81149185,-9.53373966,30.28501041,2.392384644,7.883393589,14.72328337,-3.95929113,1438.176737,202.1492458,55.94426085,37.39849546,483.9181117,239.9741326,332.642162,385.3189783,-53.89,47.54
13,-53.9161797,47.2633216,BioSimMap,5.640244705,7.742597208,27.1066715,715.7549736,20.2549606,-8.39874299,28.59076728,4.45969039,7.429994219,14.76940539,-3.03914951,1477.076484,206.4064037,56.83966683,37.37580872,490.7065623,247.7461555,350.4049984,380.4115366,-53.88,47.23
14,-53.99948162,46.93018947,BioSimMap,4.989541368,8.02681253,27.15251746,736.0811485,20.2839462,-9.369673392,29.52443095,3.000459862,7.433143841,14.45028852,-3.970195523,1528.241988,209.5803249,61.11044018,35.47113526,500.0448973,263.4991329,358.9046854,391.7591047,-53.97,46.89
15,-53.99948162,47.18003856,BioSimMap,5.417130307,7.822902796,27.05475714,723.4888395,20.2471634,-8.760274782,28.91910344,3.991192847,7.504332052,14.65472061,-3.375900122,1499.612766,208.4041223,58.47028486,36.80949206,495.6159556,253.5625834,353.759999,384.1737422,-54.03,47.18
16,-53.99948162,47.92958585,BioSimMap,4.782737086,8.872939622,27.34605561,800.6325177,21.68746404,-10.88408977,32.57008008,2.10026202,6.980156893,14.75597623,-4.903763143,1347.765009,187.909119,53.76258069,36.03489155,447.0800915,234.0218673,316.0117924,355.2024949,-53.96,47.97
17,-53.99948162,48.67913313,BioSimMap,4.972982564,9.030621819,26.56325573,838.0116026,22.65564253,-11.35540282,34.09805303,4.590166526,5.437334742,15.30452486,-5.104814448,1146.214043,163.2283757,44.25195043,37.19814654,381.920195,199.9729129,284.4662937,280.2557403,-54,48.67
18,-54.08278354,47.09675553,BioSimMap,5.534663852,7.722101688,26.98608417,713.0223061,20.14441141,-8.553918408,28.58677985,4.395859547,7.606243634,14.65879552,-3.179498232,1504.023616,209.0565334,59.04675181,36.76984145,494.6812685,255.5951739,357.1130799,378.4388677,-54.06,47.12
19,-54.16608545,46.93018947,BioSimMap,5.406673024,7.73470446,26.92413563,713.3422971,20.08324777,-8.714194868,28.66211659,4.223460575,7.610837176,14.57376189,-3.348375992,1512.492372,209.0393632,60.19145761,36.32019076,494.291457,259.3044657,360.2984388,376.4738033,-54.16,46.96
20,-54.16608545,47.92958585,BioSimMap,4.738251012,8.801279545,27.13967063,802.9007658,21.55786686,-10.96970992,32.51454265,2.025641045,6.948466244,14.71957297,-5.001598818,1353.355475,188.7717825,53.78736491,36.12881018,448.5971739,234.944643,316.288575,354.9706562,-54.17,47.89
21,-54.24938737,47.92958585,BioSimMap,4.729800899,8.753816581,27.02575032,803.0073361,21.48093703,-10.99040128,32.45255214,2.038769476,6.947525647,14.7032256,-5.028304513,1357.217145,189.4634541,53.87616497,36.20825577,449.7991579,235.6239166,317.2431343,355.0321514,-54.27,47.93
22,-54.33268929,47.67973675,BioSimMap,5.216486163,8.305234188,26.88913531,767.1880374,20.90704569,-9.990095034,30.85049541,3.427357953,7.596177264,14.77192904,-4.177314814,1432.656676,202.4869281,56.18601478,36.91625083,474.7328305,246.9302078,339.5059922,363.7894224,-54.36,47.71
23,-54.66589695,47.42988766,BioSimMap,5.297361217,8.164394472,26.73526313,760.6506631,20.68002919,-9.792757197,30.48489761,4.0726737,8.274944293,14.75238735,-4.033988903,1513.827875,214.4623398,59.45694942,37.18268771,500.3166526,259.0354209,353.8468192,371.4996623,-54.69,47.44
24,-54.66589695,47.42988766,BioSimMap,5.297361217,8.164394472,26.73526313,760.6506631,20.68002919,-9.792757197,30.48489761,4.0726737,8.274944293,14.75238735,-4.033988903,1513.827875,214.4623398,59.45694942,37.18268771,500.3166526,259.0354209,353.8468192,371.4996623,-54.69,47.44
25,-54.74919887,47.51317069,BioSimMap,4.738154464,8.321403678,26.52140938,789.2159498,20.65943532,-10.68269074,31.34897106,2.607442352,8.397116379,14.51038982,-4.891369139,1544.185589,218.6023251,60.81024668,36.97860648,512.4804628,265.5172395,355.1112455,388.2877863,-54.73,47.51
26,-54.9158027,47.34660463,BioSimMap,5.379808525,8.252929653,26.89388945,760.763785,20.81004645,-9.685515148,30.59872167,4.165443186,8.690491845,14.82204723,-3.934697712,1525.386591,216.5449208,60.62218871,37.31627162,507.430108,259.4364125,352.3936209,371.3383406,-54.92,47.37
27,-54.9158027,47.84630282,BioSimMap,4.549633305,8.597566453,26.52323318,812.3272378,20.96883797,-11.41768776,32.38920384,1.84168912,8.510495789,14.54995148,-5.390137027,1509.187953,216.0481158,59.70777219,37.96927624,506.6626334,260.2780881,348.9669108,392.7138236,-54.94,47.82
28,-54.9158027,49.26211435,BioSimMap,4.677452977,8.802773115,25.27219209,864.9338319,22.75107863,-12.11984201,34.88615925,5.653957637,3.069034979,15.37505503,-5.786367184,1166.164512,168.4160095,43.79308784,38.19631028,386.8787574,200.4819109,306.2309682,270.4473062,-54.93,49.28
29,-54.99910462,47.34660463,BioSimMap,4.740502189,8.337769822,26.61461751,784.270353,20.58276921,-10.59531571,31.2593268,2.946074792,8.465192727,14.48058105,-4.840080703,1542.862924,218.4286279,61.97657669,36.93908584,514.1372748,263.85358,351.366579,382.3406841,-54.99,47.33
30,-54.99910462,47.34660463,BioSimMap,4.740502189,8.337769822,26.61461751,784.270353,20.58276921,-10.59531571,31.2593268,2.946074792,8.465192727,14.48058105,-4.840080703,1542.862924,218.4286279,61.97657669,36.93908584,514.1372748,263.85358,351.366579,382.3406841,-54.99,47.33
31,-55.16570845,47.09675553,BioSimMap,5.288872405,7.778283922,26.20598091,742.6613829,20.30222055,-9.315917957,29.5627126,3.915943222,8.677519932,14.66448912,-3.832564398,1524.181289,212.40947,60.27446551,37.75021883,506.8534144,261.0466506,359.202384,368.3119354,-55.18,47.07
32,-55.24901037,47.09675553,BioSimMap,5.477291189,7.72501799,26.1914169,735.0339951,20.35908313,-9.045068311,29.34029775,4.254732741,8.799399951,14.77111472,-3.56460348,1516.725696,211.0208422,59.47569959,38.09544419,503.4831,259.6466431,360.5739776,363.6639188,-55.26,47.13
33,-55.24901037,47.09675553,BioSimMap,5.477291189,7.72501799,26.1914169,735.0339951,20.35908313,-9.045068311,29.34029775,4.254732741,8.799399951,14.77111472,-3.56460348,1516.725696,211.0208422,59.47569959,38.09544419,503.4831,259.6466431,360.5739776,363.6639188,-55.26,47.13
34,-55.33231228,47.18003856,BioSimMap,5.299808054,7.85153867,26.19316269,748.0851024,20.3647922,-9.45987249,29.80525012,4.091455301,8.33196269,14.70214474,-3.878361269,1528.381124,213.9271335,60.11036891,37.77817926,507.9347772,262.7799763,363.775148,370.4620466,-55.32,47.17
35,-55.33231228,47.18003856,BioSimMap,5.299808054,7.85153867,26.19316269,748.0851024,20.3647922,-9.45987249,29.80525012,4.091455301,8.33196269,14.70214474,-3.878361269,1528.381124,213.9271335,60.11036891,37.77817926,507.9347772,262.7799763,363.775148,370.4620466,-55.32,47.17
36,-55.33231228,47.76301979,BioSimMap,5.052625755,8.2115671,26.19291938,787.033809,20.8064164,-10.47184288,31.27451031,2.722395695,8.819301304,14.78273445,-4.580598808,1564.309079,227.48878,61.46613782,39.04516108,527.9996211,266.2209884,367.3359937,402.4632006,-55.36,47.73
37,-55.4156142,47.76301979,BioSimMap,4.557451068,8.146642801,25.78983753,800.6784177,20.47963682,-11.10295083,31.54321019,1.668699217,8.62303614,14.45198727,-5.231727042,1571.22848,229.3433302,62.22566828,39.10649765,530.7568657,267.5707025,364.2763947,408.0291904,-55.44,47.73
38,-55.49891612,46.93018947,BioSimMap,5.301399906,7.568309854,25.8791375,730.2669648,20.01822867,-9.165450666,29.06020323,3.938617101,8.32616392,14.614964,-3.740231197,1534.405223,214.5842689,60.96705832,38.01474539,511.4131708,267.6391907,375.886577,368.1098968,-55.54,46.95
39,-55.49891612,47.67973675,BioSimMap,4.489651773,7.847637781,25.31793092,793.0865627,20.12203575,-10.89888442,30.95341752,1.718377874,8.453789417,14.3257554,-5.194893692,1580.293502,229.4957368,61.85079412,39.18403458,532.2821901,268.2314665,366.6006671,407.5664304,-55.48,47.67
40,-55.66551995,47.92958585,BioSimMap,5.065185058,8.903915289,27.01443026,809.9528124,21.57790812,-11.31669032,32.9399649,2.157191858,8.421514049,15.00882209,-4.894634715,1518.130705,227.4801252,61.34176329,39.64014895,516.2347211,258.6711655,357.0370677,394.9970469,-55.7,47.91
41,-55.74882187,46.93018947,BioSimMap,5.013996828,7.306401939,25.11632952,731.6136326,19.67376369,-9.398946111,28.87601327,3.563465615,7.920264345,14.4095783,-4.084868681,1562.351969,220.3541122,61.62549396,38.39584281,522.736442,271.6837664,380.0947426,378.739154,-55.78,46.88
42,-55.74882187,46.93018947,BioSimMap,5.013996828,7.306401939,25.11632952,731.6136326,19.67376369,-9.398946111,28.87601327,3.563465615,7.920264345,14.4095783,-4.084868681,1562.351969,220.3541122,61.62549396,38.39584281,522.736442,271.6837664,380.0947426,378.739154,-55.78,46.88
43,-55.74882187,47.09675553,BioSimMap,5.404909175,7.161062089,25.0912317,720.6797381,19.75322956,-8.733357744,28.36387709,4.209967581,8.197362083,14.61093847,-3.492057196,1573.968699,222.7098534,60.96677445,38.89554359,527.6549497,270.7639259,381.1416317,381.4425797,-55.76,47.09
44,-55.74882187,48.01286888,BioSimMap,3.708017413,8.890421088,26.1869404,848.9733351,20.85290979,-13.12619945,33.94827061,-0.433443153,7.25923885,14.11078158,-6.715086832,1502.738302,225.479577,62.07335663,38.99302692,509.9764471,256.9831986,345.1563084,400.8329717,-55.79,48.01
45,-55.83212378,46.93018947,BioSimMap,4.85337501,7.344830234,25.03838721,738.1272717,19.63846267,-9.694831592,29.1108184,3.335827549,7.750799158,14.33430744,-4.344884198,1568.730484,220.1504327,61.67886808,38.4013001,524.634907,271.9557331,379.7221836,381.4453843,-55.86,46.88
46,-55.83212378,52.26030349,BioSimMap,0.915321362,8.664856062,23.1879921,938.4114216,19.01893604,-18.39973357,37.45545513,4.016951067,-3.487669822,12.1323038,-10.93179638,918.4477271,143.0516458,26.99870461,45.46517609,320.0949826,145.8558377,247.2618509,198.6680407,-55.84,52.23
47,-56.16533145,49.67852951,BioSimMap,2.47104623,8.596049646,24.54854988,884.1668701,20.85504104,-14.26386852,35.09761308,4.816841457,-0.028861505,13.53115973,-8.165077884,1140.780367,168.7882192,40.53226752,39.85740327,386.6397102,192.4148857,301.2966201,267.6886251,-56.17,49.62
48,-56.16533145,50.92777498,BioSimMap,2.195291557,7.553137919,21.96228162,885.2840383,19.27992621,-15.18590079,34.41435079,3.617241137,0.229654775,13.03870531,-8.814758818,1104.928523,167.7969193,39.70844487,41.67781365,382.9225047,180.2149749,293.8107147,267.0050468,-56.15,50.9
49,-56.33193528,53.59283199,BioSimMap,0.1686331,8.770644956,22.77333385,976.0475672,18.78399244,-19.82815819,38.62856409,2.323606025,-3.133322756,11.57421666,-12.34100928,1037.642752,157.7413481,33.38461475,43.30051892,353.2679957,165.1164399,280.4734691,232.2107573,-56.35,53.57
50,-56.58184103,48.01286888,BioSimMap,3.279933697,8.913977414,25.6863788,875.8685466,20.653638,-14.06846312,34.7419495,1.064999419,5.384792494,13.9292958,-7.478506681,1442.674549,209.2387211,58.55588825,37.21769514,480.2584042,251.7755447,340.1708728,371.6862622,-56.57,48.02
51,-56.74844486,51.17762408,BioSimMap,1.81875751,7.379227266,21.58936291,893.9349782,18.23680771,-16.05397699,34.24063831,5.008885901,-0.662280684,12.63637794,-9.453033785,1088.605222,162.0677107,40.12643337,39.20224315,371.7084909,183.2270495,309.0192603,262.7813242,-56.76,51.19
52,-56.83174678,51.5107562,BioSimMap,1.193004046,7.622594461,22.04091198,903.0162934,17.61866809,-17.14266847,34.69540689,3.528971595,-0.106206781,12.01236404,-10.30432639,1069.183536,162.2360107,38.55269334,40.61284009,364.5303419,177.8324797,298.0062542,265.6819778,-56.82,51.53
53,-56.9150487,47.76301979,BioSimMap,3.927201289,8.041851207,24.98931699,822.1195068,19.89176411,-12.254063,32.13789214,1.905538265,5.469434015,14.00113801,-6.179223084,1573.099612,225.5018448,61.56951486,37.50286479,529.9329819,270.0919067,369.6847467,395.0246355,-56.93,47.77
54,-56.9150487,51.5107562,BioSimMap,0.636255509,7.842535065,22.38690758,916.4425138,17.36786214,-17.78872778,35.12395868,2.700645145,-0.398901125,11.60667454,-10.96903974,1045.499165,156.6471485,38.30497202,39.87714488,354.0519789,176.2363043,289.5595517,263.0302424,-56.94,51.48
55,-57.08165253,49.51196345,BioSimMap,3.810915546,8.960902668,25.36381935,875.3161591,21.98095261,-13.40835177,35.35741225,7.180667118,0.353956598,14.58198619,-6.903898844,1160.840557,164.5073871,42.73743178,38.98137897,399.8755225,185.3888868,318.4631683,256.3797114,-57.1,49.55
56,-57.16495445,50.59464286,BioSimMap,2.450863726,8.148724823,23.3356407,891.8459413,19.66422016,-15.3217197,34.91936679,6.035662609,-1.132535082,13.32115592,-8.676468657,1103.986471,163.093514,39.98240103,39.1657212,374.816573,181.0980868,311.2972751,250.3474664,-57.17,50.63
57,-57.24825636,47.84630282,BioSimMap,3.135509633,8.358454123,24.97232916,861.8735798,19.89574567,-13.61540673,33.50371072,1.160184951,4.012596664,13.66089046,-7.423828776,1525.323912,219.754287,60.31671971,37.28563388,514.330122,262.652113,364.7363285,379.9981552,-57.28,47.87
58,-57.24825636,53.42626593,BioSimMap,0.198586131,8.836728654,22.87622401,978.7301993,18.86755543,-19.86271751,38.75286247,2.27230544,-3.067670449,11.60997735,-12.34625215,1038.14251,157.795859,33.14513647,43.50019576,354.4769443,164.9575019,280.0786445,231.2806275,-57.25,53.42
59,-57.49816211,53.50954896,BioSimMap,0.063995195,8.898973174,22.79318298,991.8992607,18.93104274,-20.20613426,39.14567496,2.669990419,-3.296466371,11.63100545,-12.67050657,1031.465271,155.6487671,32.91498166,43.16751638,350.933759,164.1563641,280.5417808,229.0548247,-57.47,53.53
60,-57.58146403,49.42868042,BioSimMap,2.81892289,8.38611868,23.9460252,905.2783888,21.00519041,-14.11310038,35.03134132,4.719400121,-0.089887137,13.98071022,-8.172452275,1163.606378,166.6985753,43.07966209,38.53555689,398.1585842,187.4177747,317.6503497,270.4751237,-57.61,49.4
61,-57.66476594,49.34539738,BioSimMap,3.404181608,8.576415609,24.58296887,892.9210592,21.37438318,-13.62761658,34.92707639,5.859651622,0.384683565,14.38548021,-7.489992316,1173.291368,168.2521705,42.81648975,38.99790373,403.3850447,186.4624922,320.7907864,271.9688015,-57.65,49.36
62,-57.74806786,47.92958585,BioSimMap,2.762275529,8.621625412,25.00734278,890.0117649,20.20235466,-14.28482933,34.47374972,0.776728294,3.207555634,13.65239278,-8.11736072,1478.891599,211.4801305,59.47251529,36.51204402,497.0425482,254.436452,358.7508657,364.4105031,-57.72,47.89
63,-57.74806786,49.67852951,BioSimMap,1.077481873,7.664107044,21.60823827,950.3111513,19.63464616,-15.69554883,35.2106554,2.389706245,-0.927330128,12.90719339,-10.35615356,1091.251996,152.9725969,41.29325946,36.81326122,362.8253278,180.6508421,285.466303,270.1762708,-57.76,49.65
64,-57.74806786,49.67852951,BioSimMap,1.077481873,7.664107044,21.60823827,950.3111513,19.63464616,-15.69554883,35.2106554,2.389706245,-0.927330128,12.90719339,-10.35615356,1091.251996,152.9725969,41.29325946,36.81326122,362.8253278,180.6508421,285.466303,270.1762708,-57.76,49.65
65,-57.74806786,49.67852951,BioSimMap,1.077481873,7.664107044,21.60823827,950.3111513,19.63464616,-15.69554883,35.2106554,2.389706245,-0.927330128,12.90719339,-10.35615356,1091.251996,152.9725969,41.29325946,36.81326122,362.8253278,180.6508421,285.466303,270.1762708,-57.76,49.65
66,-57.83136978,49.76181254,BioSimMap,3.772106723,8.088033711,23.82475304,866.2769239,20.86001531,-13.21723154,33.84700826,6.037135207,1.134990442,14.46248808,-6.97907617,1176.815586,171.4000639,41.56319037,39.84912905,406.9030546,186.1749379,321.4779604,270.7167252,-57.87,49.75
67,-57.83136978,54.17581321,BioSimMap,-0.31198752,8.169108949,21.14883516,1008.16718,18.41852367,-20.23754239,38.65791498,3.41128018,-4.155392708,11.49014331,-13.24476368,1007.419925,146.8086918,32.65500723,41.16968476,338.9049537,162.0793258,279.6005837,225.7714492,-57.87,54.24
68,-57.99797361,47.76301979,BioSimMap,3.932863497,7.498650097,23.93937925,818.0372166,19.70778586,-11.6234851,31.24719257,2.108748902,4.570976217,14.0637622,-6.089141148,1544.453503,222.0125204,60.32160643,36.87227356,523.1957397,264.9946349,373.2529423,376.3447664,-58.03,47.75
69,-57.99797361,49.34539738,BioSimMap,2.557437472,8.184494251,23.269096,924.6586497,20.81437055,-14.37278431,35.07334458,3.055296212,0.801596528,13.98173958,-8.640082173,1156.371637,164.1134264,42.80321633,38.2039192,390.9581865,185.8192429,301.0751518,285.1000154,-57.96,49.37
70,-58.16457744,47.67973675,BioSimMap,4.895801405,6.864786811,23.54732281,767.54392,19.53186375,-9.734537962,29.187149,3.186879477,5.367719121,14.44646384,-4.534176355,1575.081492,226.68481,60.83413343,37.34593503,537.2302931,269.5780163,382.0857358,381.020321,-58.15,47.7
71,-58.24787936,47.76301979,BioSimMap,4.324607989,7.250940742,23.71986906,807.4229751,19.79205583,-10.87252763,30.60246165,2.156111535,5.230106913,14.31212604,-5.531471549,1520.912782,217.4058719,60.07686992,36.55150697,516.9197112,262.5356401,368.067758,371.8174997,-58.25,47.77
